取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/10/05 16:30:42,"1,103",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000390
2025/10/06 16:37:02,-,28,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000393
2025/10/06 16:37:02,"5,754",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000393
2025/10/06 20:42:53,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000392
2025/10/06 20:42:53,650,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000392
2025/10/07 10:53:31,-,3,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000394
2025/10/07 10:53:31,731,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000394
2025/10/07 18:13:34,-,17,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000395
2025/10/07 18:13:34,"1,180",-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPay残高,-,本人,05012200000395
2025/10/08 15:54:32,-,16,-,-,-,日本,ポイント、残高の獲得,TOHOシネマズ - 駅前,PayPayポイント,-,本人,05012200000397
2025/10/08 15:54:32,"3,231",-,-,-,-,日本,支払い,TOHOシネマズ - 駅前,PayPayあと払い,-,本人,05012200000397
2025/10/08 21:21:06,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000378
2025/10/08 22:40:24,-,6,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000396
2025/10/08 22:40:24,645,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000396
2025/10/09 12:10:57,-,22,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000399
2025/10/09 12:10:57,"2,206",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000399
2025/10/09 20:10:16,-,18,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000398
2025/10/09 20:10:16,"1,207",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000398
2025/10/10 10:16:38,-,62,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000400
2025/10/10 10:16:38,"4,183",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000400
2025/10/10 11:47:30,-,10,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000401
2025/10/10 11:47:30,"2,062",-,-,-,-,日本,支払い,すき家 - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000401
2025/10/11 12:18:35,-,6,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000403
2025/10/11 12:18:35,681,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000403
2025/10/11 16:37:44,-,31,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000402
2025/10/11 16:37:44,"3,176",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,クレジット Mastercard 0000,ー回払い,本人,05012200000402
2025/10/11 21:02:59,-,45,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000404
2025/10/11 21:02:59,"9,075",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPayあと払い,-,本人,05012200000404
2025/10/12 12:33:58,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000379
2025/10/14 20:50:07,-,10,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000405
2025/10/14 20:50:07,"1,072",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000405
2025/10/15 14:53:42,-,13,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000408
2025/10/15 14:53:42,"1,342",-,-,-,-,日本,支払い,ダイソー - 中央店,PayPay残高,-,本人,05012200000408
2025/10/15 16:11:32,"3,683",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000381
2025/10/15 20:28:29,-,9,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000407
2025/10/15 20:28:29,"1,874",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000407
2025/10/15 20:48:14,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000406
2025/10/15 20:48:14,"1,154",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000406
2025/10/16 19:48:04,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000382
2025/10/17 16:24:21,-,10,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000409
2025/10/17 16:24:21,698,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000409
2025/10/18 18:58:57,-,50,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000410
2025/10/18 18:58:57,"5,009",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000410
2025/10/18 21:56:59,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000377
2025/10/19 20:09:42,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000411
2025/10/19 20:09:42,"1,380",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000411
2025/10/21 17:34:49,"7,191",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000380
2025/10/22 07:20:55,-,18,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000413
2025/10/22 07:20:55,"1,248",-,-,-,-,日本,支払い,マクドナルド 西口店,PayPayあと払い,-,本人,05012200000413
2025/10/22 09:18:10,-,16,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000412
2025/10/22 09:18:10,"3,253",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000412
2025/10/22 13:46:27,-,29,-,-,-,日本,ポイント、残高の獲得,ウエルシア薬局 中央店,PayPayポイント,-,本人,05012200000414
2025/10/22 13:46:27,"2,956",-,-,-,-,日本,支払い,ウエルシア薬局 中央店,PayPay残高,-,本人,05012200000414
2025/10/23 08:21:40,-,10,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000416
2025/10/23 08:21:40,686,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPayあと払い,-,本人,05012200000416
2025/10/23 15:51:13,-,54,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000415
2025/10/23 15:51:13,"5,443",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000415
2025/10/25 22:38:21,-,15,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000417
2025/10/25 22:38:21,"1,011",-,-,-,-,日本,支払い,ローソン - 駅前店,PayPayあと払い,-,本人,05012200000417
2025/10/26 15:49:29,-,6,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000419
2025/10/26 15:49:29,"1,229",-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000419
2025/10/26 20:55:40,-,13,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000418
2025/10/26 20:55:40,868,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000418
2025/10/27 15:22:10,-,3,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000420
2025/10/27 15:22:10,640,-,-,-,-,日本,支払い,ローソン - 駅前店,クレジット Mastercard 0000,ー回払い,本人,05012200000420
2025/10/28 19:20:28,-,3,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000421
2025/10/28 19:20:28,693,-,-,-,-,日本,支払い,タイムズ 中央第2,PayPay残高,-,本人,05012200000421
2025/11/01 10:27:15,-,6,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000430
2025/11/01 10:27:15,"1,291",-,-,-,-,日本,支払い,マクドナルド 西口店,PayPayあと払い,-,本人,05012200000430
2025/11/02 12:24:46,-,5,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000431
2025/11/02 12:24:46,"1,050",-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000431
2025/11/03 15:11:40,-,8,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000432
2025/11/03 15:11:40,598,-,-,-,-,日本,支払い,ファミリーマート 本町店,クレジット Mastercard 0000,ー回払い,本人,05012200000432
2025/11/04 19:10:35,-,2,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000433
2025/11/04 19:10:35,575,-,-,-,-,日本,支払い,ファミリーマート 本町店,クレジット Mastercard 0000,ー回払い,本人,05012200000433
2025/11/05 08:39:01,-,24,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000436
2025/11/05 08:39:01,"1,607",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPayあと払い,-,本人,05012200000436
2025/11/05 10:45:42,-,9,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000434
2025/11/05 10:45:42,985,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000434
2025/11/05 14:41:31,-,3,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000435
2025/11/05 14:41:31,636,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPayあと払い,-,本人,05012200000435
2025/11/06 18:30:23,-,80,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000437
2025/11/06 18:30:23,"8,054",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000437
2025/11/07 17:01:05,-,13,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000438
2025/11/07 17:01:05,"1,315",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000438
2025/11/08 07:46:38,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000439
2025/11/08 07:46:38,"1,313",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000439
2025/11/08 19:54:43,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000423
2025/11/08 22:27:03,-,37,-,-,-,日本,ポイント、残高の獲得,ウエルシア薬局 中央店,PayPayポイント,-,本人,05012200000440
2025/11/08 22:27:03,"3,796",-,-,-,-,日本,支払い,ウエルシア薬局 中央店,PayPayあと払い,-,本人,05012200000440
2025/11/09 12:47:01,-,23,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000441
2025/11/09 12:47:01,"4,639",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000441
2025/11/09 14:08:10,-,4,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000442
2025/11/09 14:08:10,929,-,-,-,-,日本,支払い,ダイソー - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000442
2025/11/09 16:43:33,"6,926",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000427
2025/11/10 22:41:48,-,22,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000443
2025/11/10 22:41:48,"4,454",-,-,-,-,日本,支払い,スシロー - 大通り店,PayPayあと払い,-,本人,05012200000443
2025/11/11 17:56:27,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000444
2025/11/11 17:56:27,"1,230",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000444
2025/11/12 09:41:21,-,3,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000445
2025/11/12 09:41:21,364,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPayあと払い,-,本人,05012200000445
2025/11/12 14:37:51,-,8,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000446
2025/11/12 14:37:51,"1,785",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000446
2025/11/12 18:41:55,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000424
2025/11/12 20:08:35,-,42,-,-,-,日本,ポイント、残高の獲得,ウエルシア薬局 中央店,PayPayポイント,-,本人,05012200000447
2025/11/12 20:08:35,"4,297",-,-,-,-,日本,支払い,ウエルシア薬局 中央店,PayPay残高,-,本人,05012200000447
2025/11/13 16:12:52,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000429
2025/11/14 15:07:00,-,2,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000448
2025/11/14 15:07:00,579,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPayあと払い,-,本人,05012200000448
2025/11/15 11:08:18,-,"20,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000428
2025/11/15 12:42:27,-,80,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000449
2025/11/15 12:42:27,"8,084",-,-,-,-,日本,支払い,Amazon.co.jp,PayPay残高,-,本人,05012200000449
2025/11/15 22:16:08,"4,362",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000426
2025/11/17 19:43:47,-,4,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000450
2025/11/17 19:43:47,953,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000450
2025/11/17 22:21:40,-,19,-,-,-,日本,ポイント、残高の獲得,サイゼリヤ - 中央店,PayPayポイント,-,本人,05012200000451
2025/11/17 22:21:40,"3,970",-,-,-,-,日本,支払い,サイゼリヤ - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000451
2025/11/18 19:05:26,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000422
2025/11/19 10:07:31,-,4,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000452
2025/11/19 10:07:31,917,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000452
2025/11/20 07:56:37,-,12,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000454
2025/11/20 07:56:37,"2,484",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000454
2025/11/20 08:24:30,-,63,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000455
2025/11/20 08:24:30,"6,377",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,PayPayあと払い,-,本人,05012200000455
2025/11/20 13:07:11,-,10,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000453
2025/11/20 13:07:11,"1,072",-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000453
2025/11/20 13:32:06,-,4,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000456
2025/11/20 13:32:06,875,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000456
2025/11/21 09:47:39,-,17,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000459
2025/11/21 09:47:39,"1,178",-,-,-,-,日本,支払い,マクドナルド 西口店,クレジット Mastercard 0000,ー回払い,本人,05012200000459
2025/11/21 11:45:19,-,3,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000458
2025/11/21 11:45:19,672,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPayあと払い,-,本人,05012200000458
2025/11/21 12:58:50,"6,659",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000425
2025/11/21 19:51:41,-,9,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000457
2025/11/21 19:51:41,901,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000457
2025/11/22 13:03:45,-,2,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000460
2025/11/22 13:03:45,482,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000460
2025/11/24 17:54:43,-,13,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000461
2025/11/24 17:54:43,"1,312",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000461
2025/11/25 11:15:56,-,29,-,-,-,日本,ポイント、残高の獲得,ユニクロ - 大通り店,PayPayポイント,-,本人,05012200000463
2025/11/25 11:15:56,"5,819",-,-,-,-,日本,支払い,ユニクロ - 大通り店,PayPay残高,-,本人,05012200000463
2025/11/25 16:49:14,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000462
2025/11/25 16:49:14,751,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000462
2025/11/26 17:14:07,-,6,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000465
2025/11/26 17:14:07,426,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPayあと払い,-,本人,05012200000465
2025/11/26 18:03:17,-,13,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000464
2025/11/26 18:03:17,"2,799",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000464
2025/11/27 13:35:06,-,16,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000467
2025/11/27 13:35:06,"1,081",-,-,-,-,日本,支払い,タイムズ 中央第2,PayPayあと払い,-,本人,05012200000467
2025/11/27 14:41:11,-,25,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000466
2025/11/27 14:41:11,"5,126",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000466
2025/11/28 16:13:07,-,13,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000468
2025/11/28 16:13:07,880,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000468
2025/11/28 19:18:48,-,2,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000469
2025/11/28 19:18:48,514,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000469
2025/11/28 21:03:20,-,22,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000470
2025/11/28 21:03:20,"4,400",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000470
2025/11/29 09:16:17,-,7,-,-,-,日本,ポイント、残高の獲得,餃子の王将 - 駅前店,PayPayポイント,-,本人,05012200000471
2025/11/29 09:16:17,"1,555",-,-,-,-,日本,支払い,餃子の王将 - 駅前店,PayPayあと払い,-,本人,05012200000471
2025/11/30 16:11:14,-,4,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000472
2025/11/30 16:11:14,887,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000472
2025/12/01 08:10:05,-,7,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000483
2025/12/01 08:10:05,"1,466",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000483
2025/12/01 11:16:19,-,2,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000482
2025/12/01 11:16:19,476,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000482
2025/12/01 16:32:12,-,24,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000481
2025/12/01 16:32:12,"4,855",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,クレジット Mastercard 0000,ー回払い,本人,05012200000481
2025/12/01 16:47:44,-,33,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000484
2025/12/01 16:47:44,"6,799",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000484
2025/12/01 17:44:28,-,9,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000480
2025/12/01 17:44:28,987,-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000480
2025/12/02 09:50:14,-,5,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000485
2025/12/02 09:50:14,"1,056",-,-,-,-,日本,支払い,丸亀製麺 本町,クレジット Mastercard 0000,ー回払い,本人,05012200000485
2025/12/03 13:20:58,-,20,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000486
2025/12/03 13:20:58,"4,188",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000486
2025/12/04 21:50:11,-,54,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000487
2025/12/04 21:50:11,"5,431",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000487
2025/12/05 20:54:09,-,15,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000488
2025/12/05 20:54:09,"1,034",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000488
2025/12/06 09:23:17,-,7,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000491
2025/12/06 09:23:17,"1,539",-,-,-,-,日本,支払い,マクドナルド 西口店,PayPay残高,-,本人,05012200000491
2025/12/06 15:28:27,-,7,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000489
2025/12/06 15:28:27,729,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000489
2025/12/06 17:12:36,-,33,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000490
2025/12/06 17:12:36,"2,223",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000490
2025/12/07 10:01:14,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000493
2025/12/07 10:01:14,529,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000493
2025/12/07 20:47:52,-,9,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000492
2025/12/07 20:47:52,955,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000492
2025/12/08 13:49:18,-,6,-,-,-,日本,ポイント、残高の獲得,餃子の王将 - 駅前店,PayPayポイント,-,本人,05012200000495
2025/12/08 13:49:18,"1,246",-,-,-,-,日本,支払い,餃子の王将 - 駅前店,PayPay残高,-,本人,05012200000495
2025/12/08 15:22:31,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000494
2025/12/08 15:22:31,729,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000494
2025/12/08 16:29:57,-,"20,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000478
2025/12/08 17:45:27,-,6,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000496
2025/12/08 17:45:27,"1,231",-,-,-,-,日本,支払い,タイムズ 中央第2,PayPay残高,-,本人,05012200000496
2025/12/08 20:02:25,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000474
2025/12/09 09:51:05,-,12,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000500
2025/12/09 09:51:05,"2,513",-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000500
2025/12/09 15:12:15,-,9,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000498
2025/12/09 15:12:15,986,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000498
2025/12/09 16:34:45,-,13,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000497
2025/12/09 16:34:45,"1,333",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000497
2025/12/09 20:47:54,-,52,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000499
